Mean_R,Mean_G,Mean_B,Variance_R,Variance_G,Variance_B,corr_5_0,corr_0_5,corr_50_0,corr_0_50,Class
-0.8931474211157595,-0.5330526001536521,-0.9720412178357842,-0.848671912338359,-0.767494886430651,-0.6516877449994922,-2.6019688222614312,-2.1797569379156654,-2.6019688222614312,-2.1797569379156654,grass
0.6865595006549015,0.6692414615102867,1.701582938886981,1.3530760846013157,0.7743789976169352,0.897482930895265,0.9898107812625442,0.7987135318176872,0.9898107812625442,0.7987135318176872,grass
-0.585616010963978,0.0785069599402561,-0.4108843181410696,-0.9196205745553292,-1.053404255016321,-0.6410079768181589,-1.9693373381790156,-1.251079851393511,-1.9693373381790156,-1.251079851393511,grass
0.7766653596398679,1.122585898614319,0.7810872460225764,0.8519609869901059,0.4784888321587106,1.6369289742802615,1.2204831929880755,0.684464429173663,1.2204831929880755,0.684464429173663,grass
-0.0766690135375124,0.7121892060933079,-0.0184682669607772,-0.4690879343579335,-0.322771803129574,-0.8680501393689001,0.6395325560330003,0.3137059230132018,0.6395325560330003,0.3137059230132018,grass
-1.1152082913155577,-0.9044122352652724,-0.0768369872257637,-0.1010130202196575,0.101754818183836,-0.2212271584183598,-0.2351451794167234,-0.8642502904040172,-0.2351451794167234,-0.8642502904040172,grass
1.4870113843277175,1.3897641790533517,0.5165739403482307,0.6156630681850132,-0.4894465372654518,1.108036450594511,0.6908020126781209,0.3885745021660086,0.6908020126781209,0.3885745021660086,grass
0.981282882589484,1.4858901473706208,-0.0618102843418561,0.4819439761934785,-0.3708855761659104,-0.7951406696984509,0.8173931162091771,0.5951618914512822,0.8173931162091771,0.5951618914512822,grass
-1.443979545973396,0.0707309585239262,0.1837487039520084,-1.1865727772252526,-1.055528735895685,-0.7461790257621075,-0.3024487210008493,0.5606510959533969,-0.3024487210008493,0.5606510959533969,grass
-0.6474531277979597,-0.989229016501623,-0.7312673561060778,-0.3662580329987883,-0.2347947917675784,-0.4632418593866823,0.2549921733359861,0.1496028893992906,0.2549921733359861,0.1496028893992906,grass
0.155853873478155,0.5857287850982165,-0.7621854896660171,-0.3020083867469515,-0.5112169966320178,-0.8579284673321614,0.3433218762727086,0.6096677984058247,0.3433218762727086,0.6096677984058247,grass
1.1839843548968665,0.874546443730831,1.865933526148756,1.5422242133651665,1.384171485814728,1.743131414523267,0.8635451332604478,0.8019295152935751,0.8635451332604478,0.8019295152935751,grass
-1.9302452353913333,-0.9442333956315728,-1.3185496123898333,-1.3295477552551118,0.3278784396756485,-0.7759697648794578,-0.5461481051399423,-0.899099271852082,-0.5461481051399423,-0.899099271852082,grass
0.7605429304160363,1.5742554938444924,0.4416926864994178,-1.426184061622363,-1.5864540100846245,-0.8162085995113841,-0.6497546995062605,0.3394238730231504,-0.6497546995062605,0.3394238730231504,grass
-0.818732745766911,0.7989524924482126,-0.6434733748327294,-1.0895343136264788,-0.8984662916385512,-0.4966281880402475,-1.694907670505801,-0.8359141194052135,-1.694907670505801,-0.8359141194052135,grass
-1.546538534959507,-0.4807658811242166,-1.3068204086837338,-0.6761794929640866,-0.7428507956789557,-0.6307173474166023,0.0232285695293484,0.6862628709787439,0.0232285695293484,0.6862628709787439,grass
-2.1616396431558886,-2.66218111735952,-1.630247410188035,-1.412548758855544,-1.079964100199915,-0.8824376016395599,-0.1983207893779799,-0.3852261821515736,-0.1983207893779799,-0.3852261821515736,grass
0.2661634055163361,0.5143649821597585,0.5146745530021523,-0.2236193500863756,-0.0121773115949334,-0.3853076033154661,-0.2566329523599485,-0.3263642622329932,-0.2566329523599485,-0.3263642622329932,grass
-0.6865719050074663,-0.5040472999448231,-0.5578072498703757,-0.583970349527285,-0.0966508210742473,-0.7118141387963215,0.5001064359098812,0.5668269550435792,0.5001064359098812,0.5668269550435792,grass
-0.5351616191335645,-0.3102461106460943,-0.968703901768352,0.5605669116546902,1.6339415881300028,-0.5333883655224547,0.7276140498982828,1.028658661252264,0.7276140498982828,1.028658661252264,grass
-0.39898543197697,-0.9079958991132188,-0.3201750392599641,0.4793389283808428,0.3806543730695606,-0.3582846614169944,-0.1748917770810566,0.4997646681149638,-0.1748917770810566,0.4997646681149638,grass
-2.4802086162409345,-2.210974281353895,-1.4535797839901596,-1.5790411071400143,-0.2274526759605196,-0.7388581832125787,0.3062642992617825,-0.1887201479734974,0.3062642992617825,-0.1887201479734974,grass
0.5856756712210124,1.5488763906178804,-1.0685392465258414,-0.9442744246030726,-0.8786016684648232,-0.7349838178220689,-1.6432004205028918,-3.223806251515683,-1.6432004205028918,-3.223806251515683,grass
0.1400220724877275,-0.0430675430366125,-1.1776470001674302,-0.993073162693198,-0.8639850261400827,-0.7714382078079625,-0.4521600916327086,-0.2905504920431166,-0.4521600916327086,-0.2905504920431166,grass
1.3719672873837458,1.3276925736859575,0.0388749800341053,1.1978196659554716,0.7864763783918026,-0.2927666075742863,0.8381273380488146,0.8736766875364331,0.8381273380488146,0.8736766875364331,grass
-0.5280683372989984,-0.2472480615026005,-1.3164481847566676,-1.4837191138072892,-1.4042131848020687,-0.8395909783151609,0.0364768127418042,0.2981510417707033,0.0364768127418042,0.2981510417707033,grass
-1.0060408006083463,-1.523223742614027,-1.0170758587292683,-0.0460787240154341,-0.0204881410895263,-0.586367099758776,-2.7440380476188704,-1.8748103639147748,-2.7440380476188704,-1.8748103639147748,grass
1.1655713332127633,0.9633684869419958,-0.2570958708329742,1.6101220675918504,1.046295332117393,0.2463737811551629,0.3431767834714622,0.3629126953096112,0.3431767834714622,0.3629126953096112,grass
1.1703040993584892,0.4293671878170937,0.8181823585547072,0.1442336298800058,-0.0977023686432475,0.0196686179333555,-0.147463171636566,-0.2433822318748503,-0.147463171636566,-0.2433822318748503,grass
1.828260180730444,1.3995566594542928,2.117718554545913,0.337370947025631,0.5008478260629365,2.0533476759126823,1.1121056138321384,0.8880964015829955,1.1121056138321384,0.8880964015829955,grass
-0.4753761166368954,-0.9526035846145824,0.0133421822216513,1.6517191153243522,0.5550666915802855,0.1410962070187166,1.0845582528923392,0.8260656650027012,1.0845582528923392,0.8260656650027012,grass
-0.0999618428647407,-1.063188329773234,-0.3505033090729634,-0.188806980427367,-0.3996988987142129,-0.2794008951527748,0.9802067209179496,0.223356147362396,0.9802067209179496,0.223356147362396,grass
-0.112344078877916,-0.2286294292613925,-0.4475167839171262,1.208088320305949,1.1484029625528456,0.5506898138748392,1.2588147842888957,0.894126369421414,1.2588147842888957,0.894126369421414,grass
1.0582987077514612,1.0497604938142515,1.5681267515369632,0.19511290657722,0.619596017278514,1.6012107440479912,0.90509171214563,0.7320815931004606,0.90509171214563,0.7320815931004606,grass
0.3404497122103675,1.0469124649330002,-0.7512523629430758,-0.2085064215240429,-0.6476515450213632,-0.490043818024666,0.6981185021560837,0.8253921205005448,0.6981185021560837,0.8253921205005448,grass
0.8365069948712726,-0.3147292880635959,0.1358541729420051,-0.3117682309605161,-0.8492561424562396,-0.5930952131049498,0.0173265612208699,-0.8177573504104247,0.0173265612208699,-0.8177573504104247,grass
-0.0825009362901118,-0.0233901771658273,-0.187094562225794,0.9553567128111692,0.4330786769236983,-0.4817956719566697,0.1522765073907974,0.6044146115334443,0.1522765073907974,0.6044146115334443,grass
-0.1598477047523535,-0.7283636678572389,-0.6334741773083328,0.5410681890260194,0.5876342706390526,-0.4231774245838919,-0.1980360945627299,-0.1880135191185939,-0.1980360945627299,-0.1880135191185939,grass
1.4701753898411647,0.8316976134135546,1.2160628286642778,1.998244158096072,1.6655187722595173,1.6795772124155175,1.019815093484539,0.9079631364065236,1.019815093484539,0.9079631364065236,grass
-0.7312356599115405,-1.439825487671945,-0.4900707514463611,-1.1772728181496728,-1.1888972908074713,-0.8745440944626012,0.1184777292643114,-0.1033340565363822,0.1184777292643114,-0.1033340565363822,grass
-0.0904745826937703,-0.7425953566891672,-1.4581699121188891,-0.8713498596593107,-1.0137878494423438,-0.8393385540765693,-0.777880115378476,-0.3116275345337797,-0.777880115378476,-0.3116275345337797,grass
-0.2534054128543379,-0.6690129705857005,0.1495662519556145,-0.2352651684464147,-0.4541404815519233,-0.5646138489662248,0.6356873699416598,-0.320131211638378,0.6356873699416598,-0.320131211638378,grass
-0.3599890275553963,-0.8284653834087374,-0.171946032410315,1.699946781162002,1.785918357864561,0.5005831159327985,-0.0266751213891427,-0.0150282043598222,-0.0266751213891427,-0.0150282043598222,grass
