Filename,Mean_R,Mean_G,Mean_B,Variance_R,Variance_G,Variance_B
image_0.jpeg,197.879033,168.809941,146.841909,1248.6684379849105,1292.3405265765189,1193.732002235719
image_1.jpeg,203.625967,178.97471,142.292933,301.19760431491096,289.06939641590003,262.5324252575109
image_10.jpeg,170.960245,122.822534,92.420301,1471.6439385399751,1144.1890898188435,824.1581180693993
image_11.jpeg,209.795584,189.639478,142.996343,605.251572098944,604.2751758875155,686.0312856263515
image_12.jpeg,102.314698,97.503953,94.575182,2416.281383168796,2162.587206373791,1791.6533576668758
image_13.jpeg,206.747522,188.566518,153.702733,21.336296859515993,43.19203335567601,111.44364333071104
image_14.jpeg,140.499758,110.464944,80.696082,1379.7469479414362,1045.423633076864,546.154383849276
image_15.jpeg,164.975774,169.471755,174.792755,839.3141171009238,818.162754219975,1455.176216509975
image_16.jpeg,241.320039,232.312974,228.481881,31.037486038479006,30.057389275324017,37.14287370183897
image_17.jpeg,211.101866,201.118061,191.34751,339.29142931804415,318.94290860027894,983.9339307999003
image_18.jpeg,168.899389,171.490947,173.818965,843.3382204266792,951.1203600431908,1148.5812653287749
image_19.jpeg,138.574858,124.876913,122.136889,474.6199982798361,536.2894805904307,719.748796401679
image_2.jpeg,209.447419,155.860395,127.551095,1874.7070792384397,2563.104957443975,2399.369647300975
image_20.jpeg,105.485739,100.449526,91.162443,3556.2354226238785,2356.1630323753247,1798.1651752717507
image_21.jpeg,149.975329,127.15791,106.251206,964.4399043417586,954.1232664319,948.3995975455638
image_22.jpeg,148.621573,128.069549,104.892763,2053.82828600567,1982.5717999365986,1673.1660352258314
image_23.jpeg,190.729101,164.212584,141.37206,573.5207887317989,518.7110680429442,434.94234535639987
image_24.jpeg,192.103485,182.919669,166.158946,2243.982853854774,1287.7219659304392,1310.9860601690846
image_25.jpeg,90.924445,92.080336,106.038177,2010.7658144419759,1087.3180721271037,837.9213595166707
image_26.jpeg,163.235171,163.935604,157.486763,3120.0316676007587,3651.1707391551827,4107.763238781831
image_27.jpeg,148.714977,103.22735,67.34025,1341.5217788894715,1336.0001339774994,1212.7335579375
image_28.jpeg,144.924542,122.243285,104.051081,3933.712420090237,3895.0235434087754,4795.715659731438
image_29.jpeg,141.299557,137.525665,132.862083,3200.2991826037514,3647.514981307775,5165.00022990111
image_3.jpeg,178.982537,130.664349,83.481882,1431.8812540436322,1292.0244214061986,1139.473783738076
image_30.jpeg,150.731155,140.924544,131.331018,219.5264473659751,561.3362723920641,1365.6731570836753
image_31.jpeg,204.658317,189.246454,168.102909,617.5914997275108,481.04577642588407,1258.8824787377193
image_32.jpeg,133.790455,122.016891,111.126314,2573.9104758929734,2325.4702856941185,2469.1322607734046
image_33.jpeg,159.661441,165.545811,155.101581,4344.25237080352,1917.0820393522786,1844.1495763004384
image_34.jpeg,85.685457,83.137212,98.284809,687.9825597011505,556.7694128670563,1156.0599248335195
image_35.jpeg,192.780254,182.060995,147.834337,585.5684276954839,687.4222226099749,1031.2542967704308
image_36.jpeg,157.448564,116.164163,95.174043,356.4876383379042,318.2063235094309,300.3235080341512
image_37.jpeg,116.498878,109.841468,104.858904,3369.0289547411157,3335.8623456049754,2889.2335019187844
image_38.jpeg,167.347756,134.156539,91.905356,521.3439777644638,478.609400541479,388.24888051326406
image_39.jpeg,114.797425,78.441683,67.405081,2473.811112369375,1810.455585127511,3226.943150383438
image_4.jpeg,204.415347,187.089073,175.599569,3581.43978986959,3369.663427000672,4181.011194014238
image_40.jpeg,162.068011,138.34785,109.336884,8732.95353950388,6312.793092377499,4127.518561170543
image_41.jpeg,165.692336,186.610045,199.298649,3456.1962228631037,522.0164560979749,629.328419774799
image_42.jpeg,122.717422,75.659212,46.938057,1047.059761673916,824.2941475390559,494.63614006475075
image_43.jpeg,139.551556,143.221824,144.97039,3045.8260239788633,3960.8051541130235,5152.458407247901
image_44.jpeg,162.457214,131.8147,96.736262,1513.2151473582055,3172.5459179100008,4694.057742267355
image_45.jpeg,171.995062,159.53714,138.524746,309.282447616156,425.0806306204002,653.5332796354837
image_46.jpeg,185.986333,175.168459,174.683135,2949.382442213112,1708.067022565319,1368.682123571775
image_47.jpeg,146.175598,109.576216,78.131943,1954.5748573423957,1515.3072411213436,901.689228044751
image_48.jpeg,77.779218,86.935679,83.892455,2449.1348933084773,1245.0711658089585,989.9049490729745
image_49.jpeg,147.318721,103.695095,83.381625,691.2059939241589,248.94634394097494,154.572497359375
image_5.jpeg,179.765417,175.725498,167.646749,987.8038018161106,882.1570646519962,839.5612747309993
image_50.jpeg,103.94551,110.571095,113.168892,2495.6920768398995,1843.5198155009743,2068.5059954923377
image_51.jpeg,61.493913,69.070921,82.146435,1132.6224189484308,846.867461211759,654.303939790775
image_52.jpeg,126.429616,109.382422,89.556881,6494.473966092551,5855.1132574139165,6203.50250655184
image_53.jpeg,142.412639,106.876005,100.063324,1027.7637320556792,430.51571423997495,420.50014807102406
image_54.jpeg,119.475838,119.290209,119.281675,2063.9145121977563,1526.3286577363192,1242.2335501943753
image_55.jpeg,180.571031,113.352989,62.649971,3134.307626597041,1348.7617577658793,303.028322699159
image_56.jpeg,106.299428,86.065198,86.045965,1994.5333408728152,1847.673887220796,1786.9085082187746
image_57.jpeg,126.318597,147.984372,143.480579,9133.65569095159,1693.7774977656159,636.075428824759
image_58.jpeg,218.482379,210.338719,193.591727,316.268963500359,620.0851104390392,1355.4897141574709
image_59.jpeg,150.334779,143.230231,132.101258,1860.0173680211592,1735.2283986866387,2264.2625428174365
image_6.jpeg,141.363485,111.997702,98.606892,1463.7413696547746,1295.964150719196,902.456502100336
image_60.jpeg,163.103788,186.52731,217.729966,5007.250392051055,2142.8300001638995,848.993525638844
image_7.jpeg,164.767159,153.808409,128.651142,2558.4306920687213,2427.0379598887193,1864.4177380958358
image_8.jpeg,192.849013,185.927794,181.614758,525.2465639258309,644.031382293564,1105.9834786014364
image_9.jpeg,180.671993,156.418538,135.192654,925.4574184079513,2124.6955319425556,3310.8551684362837
